name,map_uri,turns,laps,distance,drs_detection_zones,drs_zones,description
Autodromo Hermanos Rodriguez,https://www.formula1.com/content/dam/fom-website/2018-redesign-assets/Circuit%20maps%2016x9/Mexico_Circuit.png.transform/9col/image.png,17,71,305,2,3,Some turns
